created_at,hour,activation,wh_id,wh,product_id,stock_minunit,basic_unit_count,stock
6/14/2022,21,FALSE,5,Abu Rawash 2,2,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,3,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,4,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,5,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,6,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,7,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,8,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,9,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,10,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,11,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,12,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,13,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,14,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,15,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,16,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,17,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,18,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,21,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,22,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,23,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,24,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,25,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,26,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,27,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,28,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,29,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,30,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,31,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,32,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,33,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,34,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,35,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,36,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,37,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,38,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,39,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,40,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,42,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,43,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,44,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,45,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,46,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,47,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,49,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,50,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,51,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,52,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,53,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,54,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,55,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,56,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,57,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,58,160,16,10
6/14/2022,21,FALSE,5,Abu Rawash 2,59,240,24,10
6/14/2022,21,FALSE,5,Abu Rawash 2,60,240,24,10
6/14/2022,21,TRUE,5,Abu Rawash 2,61,120,12,10
6/14/2022,21,TRUE,5,Abu Rawash 2,62,480,48,10
6/14/2022,21,FALSE,5,Abu Rawash 2,63,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,64,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,65,60,6,10
6/14/2022,21,TRUE,5,Abu Rawash 2,66,240,24,10
6/14/2022,21,FALSE,5,Abu Rawash 2,67,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,68,120,12,10
6/14/2022,21,TRUE,5,Abu Rawash 2,69,60,6,10
6/14/2022,21,TRUE,5,Abu Rawash 2,70,120,12,10
6/14/2022,21,TRUE,5,Abu Rawash 2,71,240,24,10
6/14/2022,21,TRUE,5,Abu Rawash 2,72,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,73,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,74,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,75,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,76,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,77,40,4,10
6/14/2022,21,FALSE,5,Abu Rawash 2,78,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,79,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,80,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,81,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,82,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,84,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,88,480,48,10
6/14/2022,21,TRUE,5,Abu Rawash 2,89,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,90,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,91,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,92,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,93,480,48,10
6/14/2022,21,TRUE,5,Abu Rawash 2,95,1440,144,10
6/14/2022,21,TRUE,5,Abu Rawash 2,96,480,48,10
6/14/2022,21,TRUE,5,Abu Rawash 2,97,480,48,10
6/14/2022,21,TRUE,5,Abu Rawash 2,98,480,48,10
6/14/2022,21,TRUE,5,Abu Rawash 2,99,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,100,480,48,10
6/14/2022,21,FALSE,5,Abu Rawash 2,101,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,102,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,103,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,104,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,105,60,6,10
6/14/2022,21,FALSE,5,Abu Rawash 2,106,60,6,10
6/14/2022,21,TRUE,5,Abu Rawash 2,107,50,5,10
6/14/2022,21,TRUE,5,Abu Rawash 2,109,120,12,10
6/14/2022,21,TRUE,5,Abu Rawash 2,110,80,8,10
6/14/2022,21,TRUE,5,Abu Rawash 2,111,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,112,720,72,10
6/14/2022,21,FALSE,5,Abu Rawash 2,113,50,5,10
6/14/2022,21,TRUE,5,Abu Rawash 2,114,60,6,10
6/14/2022,21,FALSE,5,Abu Rawash 2,115,60,6,10
6/14/2022,21,TRUE,5,Abu Rawash 2,116,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,117,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,118,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,120,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,123,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,124,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,126,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,127,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,128,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,129,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,150,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,152,40,4,10
6/14/2022,21,TRUE,5,Abu Rawash 2,153,40,4,10
6/14/2022,21,TRUE,5,Abu Rawash 2,154,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,155,360,36,10
6/14/2022,21,TRUE,5,Abu Rawash 2,156,50,5,10
6/14/2022,21,FALSE,5,Abu Rawash 2,157,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,158,60,6,10
6/14/2022,21,TRUE,5,Abu Rawash 2,160,160,16,10
6/14/2022,21,TRUE,5,Abu Rawash 2,161,180,18,10
6/14/2022,21,FALSE,5,Abu Rawash 2,162,240,24,10
6/14/2022,21,FALSE,5,Abu Rawash 2,163,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,165,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,166,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,167,120,12,10
6/14/2022,21,TRUE,5,Abu Rawash 2,168,200,20,10
6/14/2022,21,TRUE,5,Abu Rawash 2,169,100,10,10
6/14/2022,21,TRUE,5,Abu Rawash 2,170,120,12,10
6/14/2022,21,TRUE,5,Abu Rawash 2,171,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,177,120,12,10
6/14/2022,21,FALSE,5,Abu Rawash 2,178,80,8,10
6/14/2022,21,TRUE,5,Abu Rawash 2,180,480,48,10
6/14/2022,21,TRUE,5,Abu Rawash 2,181,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,182,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,183,360,36,10
6/14/2022,21,FALSE,5,Abu Rawash 2,184,480,48,10
6/14/2022,21,FALSE,5,Abu Rawash 2,185,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,186,240,24,10
6/14/2022,21,FALSE,5,Abu Rawash 2,187,480,48,10
6/14/2022,21,TRUE,5,Abu Rawash 2,188,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,189,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,190,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,191,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,192,480,48,10
6/14/2022,21,FALSE,5,Abu Rawash 2,193,240,24,10
6/14/2022,21,FALSE,5,Abu Rawash 2,194,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,195,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,196,40,4,10
6/14/2022,21,TRUE,5,Abu Rawash 2,197,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,198,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,199,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,200,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,202,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,203,120,12,10
6/14/2022,21,TRUE,5,Abu Rawash 2,204,120,12,10
6/14/2022,21,TRUE,5,Abu Rawash 2,207,240,24,10
6/14/2022,21,TRUE,5,Abu Rawash 2,208,240,24,10
6/14/2022,21,TRUE,5,Abu Rawash 2,209,60,6,10
6/14/2022,21,TRUE,5,Abu Rawash 2,210,240,24,10
6/14/2022,21,TRUE,5,Abu Rawash 2,211,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,213,100,10,10
6/14/2022,21,TRUE,5,Abu Rawash 2,214,240,24,10
6/14/2022,21,FALSE,5,Abu Rawash 2,218,60,6,10
6/14/2022,21,FALSE,5,Abu Rawash 2,219,60,6,10
6/14/2022,21,FALSE,5,Abu Rawash 2,222,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,223,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,224,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,225,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,226,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,229,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,230,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,231,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,232,10,1,10
6/14/2022,21,TRUE,5,Abu Rawash 2,233,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,234,10,1,10
6/14/2022,21,FALSE,5,Abu Rawash 2,235,10,1,10
